custAge,profession,marital,schooling,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,id
43,blue-collar,married,basic.4y,no,yes,no,cellular,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0,26561
37,management,married,university.degree,no,yes,no,cellular,jul,mon,8,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,26562
NA,technician,single,NA,unknown,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,26563
29,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999,0,26564
22,services,married,high.school,no,yes,no,cellular,may,fri,7,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999,0,26565
38,admin.,married,university.degree,no,unknown,unknown,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999,0,26566
NA,admin.,married,basic.9y,no,no,no,cellular,aug,thu,14,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999,0,26567
NA,retired,married,unknown,no,yes,yes,cellular,may,fri,3,999,0,nonexistent,-1.8,93.876,-40,0.684,5008.7,999,0,26568
51,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,NA,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,999,0,26569
33,technician,married,NA,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,26570
40,admin.,divorced,high.school,no,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999,0,26571
43,management,married,university.degree,no,no,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,26572
40,services,single,high.school,no,no,no,telephone,jun,tue,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,26573
31,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,999,1,26574
24,student,single,unknown,no,no,no,cellular,oct,NA,4,999,0,nonexistent,-3.4,92.431,-26.9,0.73,5017.5,999,0,26575
36,admin.,single,university.degree,no,no,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,26576
30,admin.,single,high.school,no,yes,no,cellular,may,fri,3,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,999,0,26577
29,admin.,single,basic.9y,unknown,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999,0,26578
39,technician,married,professional.course,no,yes,no,cellular,may,mon,3,11,1,success,-1.8,92.893,-46.2,1.354,5099.1,0.3666666667,3,26579
47,admin.,married,basic.9y,no,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,26580
32,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,26581
NA,admin.,married,university.degree,no,yes,yes,cellular,jul,NA,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999,0,26582
40,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999,0,26583
30,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,6,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,999,2,26584
NA,technician,single,professional.course,no,yes,no,cellular,aug,fri,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,26585
36,admin.,married,NA,no,yes,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,26586
54,retired,divorced,high.school,no,yes,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,26587
31,technician,single,high.school,no,no,no,cellular,aug,NA,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,999,0,26588
56,entrepreneur,married,university.degree,no,yes,yes,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,999,0,26589
NA,retired,married,high.school,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,26590
NA,blue-collar,married,NA,no,yes,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,26591
NA,admin.,married,high.school,no,no,no,cellular,jul,wed,6,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,26592
55,entrepreneur,divorced,university.degree,no,no,no,cellular,jul,tue,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,26593
42,self-employed,divorced,high.school,no,yes,no,cellular,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,999,1,26594
45,blue-collar,married,basic.4y,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,26595
46,blue-collar,married,NA,no,yes,no,cellular,oct,tue,1,999,1,failure,-3.4,92.431,-26.9,0.728,5017.5,999,3,26596
NA,admin.,married,NA,no,no,no,telephone,may,tue,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,26597
40,admin.,married,university.degree,no,no,no,cellular,aug,wed,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,26598
34,technician,married,NA,no,yes,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,26599
35,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,26600
NA,technician,single,high.school,unknown,unknown,unknown,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,999,0,26601
30,blue-collar,divorced,high.school,unknown,no,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,999,3,26602
NA,technician,married,NA,unknown,yes,yes,cellular,jul,NA,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,26603
34,technician,single,NA,no,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,26604
54,blue-collar,married,NA,unknown,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,26605
28,services,single,basic.9y,no,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,999,0,26606
NA,unemployed,married,high.school,unknown,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0,26607
42,admin.,single,university.degree,no,no,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,999,0,26608
39,blue-collar,divorced,basic.9y,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,26609
NA,blue-collar,married,NA,unknown,yes,yes,telephone,jun,NA,15,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0,26610
NA,services,single,basic.9y,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,26611
57,retired,married,high.school,no,no,no,cellular,aug,fri,9,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,26612
42,technician,married,NA,no,yes,no,cellular,nov,NA,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,26613
33,technician,divorced,university.degree,no,yes,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,999,0,26614
NA,management,married,high.school,unknown,yes,no,cellular,jul,mon,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,26615
23,admin.,single,NA,no,no,no,cellular,may,thu,6,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0,26616
28,services,single,high.school,no,no,no,telephone,may,thu,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,26617
38,admin.,married,NA,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,26618
51,entrepreneur,divorced,NA,no,yes,no,telephone,may,tue,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,26619
NA,services,married,basic.9y,no,yes,no,cellular,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,26620
NA,admin.,married,university.degree,no,no,no,cellular,nov,NA,2,999,1,failure,-0.1,93.2,-42,4.153,5195.8,999,2,26621
30,student,single,university.degree,no,no,no,cellular,jul,tue,3,999,0,nonexistent,-2.9,92.469,-33.6,0.908,5076.2,999,0,26622
37,admin.,married,university.degree,no,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,26623
30,services,married,NA,unknown,yes,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,26624
28,admin.,single,high.school,no,yes,no,cellular,mar,fri,1,999,0,nonexistent,-1.8,92.843,-50,1.531,5099.1,999,0,26625
48,services,married,NA,unknown,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,26626
NA,admin.,divorced,university.degree,no,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999,0,26627
37,self-employed,single,university.degree,no,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,999,0,26628
NA,unemployed,single,basic.9y,no,no,no,telephone,may,NA,10,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,26629
19,student,single,NA,no,no,yes,telephone,jul,mon,1,6,2,success,-1.7,94.215,-40.3,0.827,4991.6,0.2,2,26630
39,management,single,university.degree,no,yes,no,telephone,jun,thu,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,26631
28,technician,married,NA,no,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,26632
NA,management,single,basic.9y,unknown,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,26633
47,services,married,high.school,no,no,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,26634
31,technician,single,NA,unknown,no,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,26635
51,blue-collar,married,basic.4y,unknown,yes,yes,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,26636
32,entrepreneur,married,university.degree,no,unknown,unknown,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999,0,26637
41,technician,married,basic.9y,no,yes,no,telephone,may,NA,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,26638
52,services,divorced,high.school,no,no,no,telephone,may,NA,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,26639
41,admin.,divorced,university.degree,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,26640
NA,services,single,high.school,no,no,yes,telephone,jun,mon,1,999,0,nonexistent,-1.7,94.055,-39.8,0.711,4991.6,999,0,26641
36,technician,married,professional.course,unknown,yes,no,cellular,aug,fri,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,26642
39,blue-collar,married,basic.9y,no,no,yes,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,26643
57,technician,divorced,professional.course,no,unknown,unknown,cellular,nov,NA,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,26644
37,blue-collar,single,NA,no,yes,no,telephone,may,NA,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,26645
31,self-employed,married,NA,no,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,26646
50,services,married,high.school,no,no,no,telephone,may,thu,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,26647
33,admin.,divorced,university.degree,no,no,yes,cellular,jul,thu,3,999,0,nonexistent,-2.9,92.469,-33.6,0.927,5076.2,999,0,26648
44,management,married,university.degree,no,no,no,cellular,aug,tue,2,999,2,failure,-2.9,92.201,-31.4,0.883,5076.2,999,8,26649
NA,admin.,married,NA,unknown,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,26650
43,admin.,single,high.school,no,no,yes,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,26651
NA,housemaid,single,NA,no,unknown,unknown,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,26652
47,services,married,high.school,no,yes,yes,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,26653
NA,admin.,single,university.degree,no,no,no,cellular,dec,NA,2,999,0,nonexistent,-3,92.713,-33,0.718,5023.5,999,0,26654
NA,blue-collar,married,basic.6y,unknown,no,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,26655
28,admin.,married,high.school,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999,0,26656
36,blue-collar,married,NA,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,999,0,26657
25,admin.,married,NA,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999,0,26658
39,blue-collar,married,basic.6y,no,yes,yes,telephone,nov,wed,2,6,1,success,-0.1,93.2,-42,4.12,5195.8,0.2,4,26659
36,technician,married,basic.9y,no,yes,no,cellular,jun,thu,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,999,0,26660
34,technician,married,NA,no,yes,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,999,0,26661
55,technician,single,professional.course,no,yes,yes,cellular,mar,mon,2,999,0,nonexistent,-1.8,92.843,-50,1.703,5099.1,999,0,26662
29,services,single,NA,no,yes,no,telephone,aug,fri,1,999,0,nonexistent,-1.7,94.027,-38.3,0.89,4991.6,999,0,26663
21,student,single,unknown,no,yes,yes,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,999,0,26664
40,services,single,high.school,no,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,26665
27,blue-collar,single,basic.9y,no,no,no,cellular,jul,NA,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,26666
38,admin.,divorced,NA,no,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,26667
29,management,single,university.degree,no,yes,yes,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,26668
31,blue-collar,divorced,NA,no,yes,no,telephone,may,thu,7,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,26669
38,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,26670
NA,management,divorced,university.degree,no,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,26671
33,admin.,divorced,university.degree,no,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,26672
29,technician,married,university.degree,unknown,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,26673
23,blue-collar,single,basic.9y,no,no,no,cellular,may,NA,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999,0,26674
NA,services,single,high.school,no,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,26675
38,technician,married,professional.course,no,yes,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,26676
NA,entrepreneur,divorced,high.school,unknown,yes,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,26677
33,blue-collar,married,NA,unknown,no,yes,cellular,may,fri,5,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,999,1,26678
26,services,single,NA,no,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,26679
18,student,single,unknown,no,yes,no,cellular,may,thu,1,7,2,success,-1.8,93.876,-40,0.677,5008.7,0.2333333333,4,26680
34,management,married,university.degree,unknown,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,26681
NA,admin.,married,NA,no,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,26682
NA,technician,married,professional.course,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,26683
36,unemployed,married,NA,no,yes,no,cellular,aug,NA,2,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,999,0,26684
39,admin.,married,high.school,no,yes,no,cellular,may,tue,1,3,2,success,-1.8,93.876,-40,0.668,5008.7,0.1,8,26685
38,admin.,married,university.degree,no,no,yes,telephone,may,NA,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,26686
32,blue-collar,single,NA,no,no,no,cellular,nov,NA,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,26687
NA,services,single,high.school,no,no,no,cellular,oct,tue,1,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,999,0,26688
35,admin.,single,NA,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999,0,26689
57,retired,unknown,basic.4y,no,yes,no,telephone,may,thu,10,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,26690
NA,blue-collar,married,basic.4y,unknown,no,yes,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,999,2,26691
53,admin.,divorced,university.degree,no,yes,yes,cellular,sep,fri,2,999,1,failure,-3.4,92.379,-29.8,0.741,5017.5,999,2,26692
55,admin.,married,NA,no,no,no,telephone,jun,thu,4,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999,0,26693
41,blue-collar,married,basic.4y,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,26694
NA,blue-collar,married,basic.4y,no,yes,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,999,6,26695
33,management,married,university.degree,no,yes,no,cellular,may,wed,4,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999,0,26696
43,entrepreneur,married,NA,no,yes,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,26697
31,student,single,high.school,no,yes,no,cellular,apr,fri,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,26698
36,services,married,high.school,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,26699
50,management,married,university.degree,no,yes,no,cellular,mar,thu,2,999,0,nonexistent,-1.8,93.369,-34.8,0.643,5008.7,999,0,26700
NA,blue-collar,married,NA,no,yes,yes,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,26701
65,retired,married,NA,no,yes,no,cellular,oct,thu,5,3,1,success,-1.1,94.601,-49.5,1.025,4963.6,0.1,3,26702
29,self-employed,married,NA,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,26703
59,retired,married,NA,no,yes,no,cellular,aug,NA,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,26704
46,self-employed,married,NA,no,no,yes,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,26705
55,management,married,university.degree,unknown,yes,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,999,0,26706
52,technician,married,professional.course,no,yes,yes,cellular,sep,mon,1,999,1,failure,-3.4,92.379,-29.8,0.797,5017.5,999,1,26707
NA,technician,divorced,professional.course,no,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,26708
48,services,married,NA,no,no,no,cellular,may,mon,3,999,2,failure,-1.8,92.893,-46.2,1.264,5099.1,999,4,26709
46,admin.,divorced,NA,no,yes,no,telephone,oct,NA,1,999,0,nonexistent,-0.1,93.798,-40.4,5.045,5195.8,999,0,26710
48,unemployed,married,NA,unknown,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,26711
35,self-employed,divorced,university.degree,no,no,no,cellular,nov,NA,3,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,26712
66,retired,married,NA,no,no,no,cellular,jul,tue,1,999,0,nonexistent,-1.7,94.215,-40.3,0.835,4991.6,999,0,26713
57,self-employed,married,NA,no,yes,no,cellular,nov,fri,3,999,1,failure,-0.1,93.2,-42,4.021,5195.8,999,1,26714
NA,technician,divorced,professional.course,no,no,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,26715
35,blue-collar,married,unknown,no,yes,no,cellular,may,NA,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,26716
38,services,married,NA,unknown,no,no,telephone,may,NA,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,26717
40,blue-collar,married,unknown,unknown,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,26718
NA,technician,married,professional.course,unknown,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,26719
27,technician,single,professional.course,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,26720
50,entrepreneur,married,basic.9y,no,no,no,telephone,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,26721
41,housemaid,married,basic.4y,no,yes,no,cellular,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,999,3,26722
56,retired,married,university.degree,no,yes,no,cellular,nov,wed,2,3,3,success,-3.4,92.649,-30.1,0.716,5017.5,0.1,9,26723
29,admin.,single,university.degree,no,yes,no,telephone,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,26724
NA,blue-collar,married,basic.9y,no,no,no,telephone,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,26725
NA,admin.,single,high.school,no,no,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,26726
24,technician,single,university.degree,no,no,yes,cellular,jul,NA,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,26727
39,unemployed,married,basic.9y,no,yes,no,cellular,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,999,2,26728
NA,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,26729
41,admin.,divorced,high.school,no,no,no,cellular,may,mon,8,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,999,0,26730
43,entrepreneur,married,university.degree,no,no,yes,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,26731
35,blue-collar,single,high.school,unknown,no,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,999,0,26732
51,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,26733
NA,admin.,single,high.school,no,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999,0,26734
NA,blue-collar,married,basic.6y,no,yes,yes,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0,26735
48,blue-collar,married,NA,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,26736
55,technician,divorced,professional.course,unknown,yes,yes,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,26737
53,self-employed,married,NA,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,26738
30,technician,married,NA,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0,26739
36,admin.,married,NA,no,yes,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,26740
27,technician,single,unknown,no,yes,no,cellular,jul,fri,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,26741
34,blue-collar,married,NA,unknown,yes,no,cellular,jul,mon,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,26742
31,technician,single,professional.course,no,yes,no,telephone,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,999,0,26743
NA,technician,divorced,unknown,no,yes,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,26744
24,student,married,university.degree,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,26745
46,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,26746
NA,housemaid,single,NA,no,yes,no,cellular,mar,fri,1,10,1,success,-1.8,93.369,-34.8,0.649,5008.7,0.3333333333,3,26747
57,housemaid,married,professional.course,no,no,yes,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999,0,26748
43,services,married,basic.4y,no,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,26749
45,blue-collar,single,NA,no,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,999,0,26750
53,admin.,married,basic.9y,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,26751
50,management,married,professional.course,no,unknown,unknown,cellular,jul,NA,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,26752
35,entrepreneur,married,professional.course,no,yes,no,telephone,may,thu,5,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0,26753
29,technician,single,NA,no,yes,no,cellular,aug,NA,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,26754
57,management,divorced,university.degree,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,26755
NA,admin.,married,NA,no,no,no,cellular,jun,mon,4,999,0,nonexistent,-1.7,94.055,-39.8,0.754,4991.6,999,0,26756
34,technician,married,professional.course,no,yes,no,cellular,jul,NA,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,26757
40,technician,married,professional.course,no,yes,no,telephone,oct,tue,1,999,0,nonexistent,-1.1,94.601,-49.5,0.956,4963.6,999,0,26758
